Series_Title,Released_Year,Runtime,IMDB_Rating,Director,Star1,No_of_Votes,Gross,Metascore,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_Film-Noir,Genre_Horror,Genre_Mystery,Genre_Thriller,Genre_Western
Mystic River,2003,0.5380770618841481,-0.17904262336339416,Clint Eastwood,Sean Penn,0.4453639704398701,-0.18975574661816572,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Harry Potter and the Prisoner of Azkaban,2004,0.6805291267154798,-0.17904262336339416,Alfonso Cuarón,Daniel Radcliffe,0.8520551357203681,0.6023600535088198,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
Ying xiong,2002,-0.10295722985684527,-0.17904262336339416,Yimou Zhang,Jet Li,-0.3046796332536297,-0.3709661065208818,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Hable con ella,2002,-0.38786135951950895,-0.17904262336339416,Pedro Almodóvar,Rosario Flores,-0.516495338041684,-0.5919782920306587,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
No Man's Land,2001,-0.8864435864291704,-0.17904262336339416,Danis Tanovic,Branko Djuric,-0.7000874895066345,-0.6328937563789532,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Cowboy Bebop: Tengoku no tobira,2001,-0.2810223108960101,-0.17904262336339416,Shin'ichirô Watanabe,Tensai Okamura,-0.7053471251611079,-0.6331911787594647,10.0,False,True,False,False,False,False,False,False,False,False,False,False,False
The Bourne Identity,2002,-0.13857024606467824,-0.17904262336339416,Doug Liman,Franka Potente,0.7184341071992261,-0.03291566466082865,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Nueve reinas,2000,-0.31663532710384307,-0.17904262336339416,Fabián Bielinsky,Ricardo Darín,-0.6844919515956654,-0.6320906587406097,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Children of Men,2006,-0.49470040814300786,-0.17904262336339416,Alfonso Cuarón,Julianne Moore,0.5850086723340319,-0.461297917570189,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
Almost Famous,2000,-0.03173119744117936,-0.17904262336339416,Cameron Crowe,Billy Crudup,-0.06450590450400735,-0.4763097407387473,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
Mulholland Dr.,2001,0.8585942077546447,-0.17904262336339416,David Lynch,Naomi Watts,0.1477284929538104,-0.6022465254783175,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Toy Story 2,1999,-1.1001216836761682,-0.17904262336339416,John Lasseter,Ash Brannon,0.775709430732338,0.5849154461066599,10.0,False,True,False,False,False,False,False,False,False,False,False,False,False
Boogie Nights,1997,1.1434983374173084,-0.17904262336339416,Paul Thomas Anderson,Mark Wahlberg,-0.10458121091720289,-0.506826615218265,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Mimi wo sumaseba,1995,-0.4234743757273419,-0.17904262336339416,Yoshifumi Kondô,Yoko Honna,-0.6777011843532251,0.6167116621734442,10.0,False,True,False,False,False,False,False,False,False,False,False,False,False
Once Were Warriors,1994,-0.7439915215978385,-0.17904262336339416,Lee Tamahori,Rena Owen,-0.7399030230955242,-0.6272159613937838,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
True Romance,1993,-0.13857024606467824,-0.17904262336339416,Tony Scott,Christian Slater,-0.2040742026263145,-0.5770674486978388,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Trois couleurs: Bleu,1993,-1.0288956512605023,-0.17904262336339416,Krzysztof Kieslowski,Juliette Binoche,-0.5618944592777109,-0.6315747004341783,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Jûbê ninpûchô,1993,-1.0288956512605023,-0.17904262336339416,Yoshiaki Kawajiri,Kôichi Yamadera,-0.7309209956762929,2.9117809210993095,10.0,False,True,False,False,False,False,False,False,False,False,False,False,False
Carlito's Way,1993,0.7517551591311458,-0.17904262336339416,Brian De Palma,Al Pacino,-0.22216050349974478,-0.4543533077110444,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Edward Scissorhands,1990,-0.6371524729743396,-0.17904262336339416,Tim Burton,Johnny Depp,0.5307772750716088,-0.357771104517546,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
My Left Foot: The Story of Christy Brown,1989,-0.7083785053900056,-0.17904262336339416,Jim Sheridan,Daniel Day-Lewis,-0.6283963022999891,-0.564819870178477,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
Crimes and Misdemeanors,1989,-0.6727654891821726,-0.17904262336339416,Woody Allen,Martin Landau,-0.6693670609193211,-0.5473515674882284,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
The Untouchables,1987,-0.13857024606467824,-0.17904262336339416,Brian De Palma,Kevin Costner,0.024904845471166046,-0.25873095919167133,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Hannah and Her Sisters,1986,-0.5659264405586738,-0.17904262336339416,Woody Allen,Mia Farrow,-0.6311468380867561,-0.43875352499639353,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Brazil,1985,0.32439896463715023,-0.17904262336339416,Terry Gilliam,Jonathan Pryce,-0.2632137781926797,-0.5887701500130873,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
This Is Spinal Tap,1984,-1.4562518457544977,-0.17904262336339416,Rob Reiner,Rob Reiner,-0.4427779228054536,-0.6372272579227124,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
A Christmas Story,1983,-1.0645086674683353,-0.17904262336339416,Bob Clark,Peter Billingsley,-0.4301407389406962,-0.535658109474527,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
The Blues Brothers,1980,0.3600119808449832,-0.17904262336339416,John Landis,John Belushi,-0.27661499977598347,-0.3534552189752819,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Manhattan,1979,-0.9576696188448364,-0.17904262336339416,Woody Allen,Woody Allen,-0.43475858291159064,-0.4108148799410209,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
All That Jazz,1979,0.0038818187666536026,-0.17904262336339416,Bob Fosse,Roy Scheider,-0.7501930830889071,-0.44999853861394085,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Dawn of the Dead,1978,0.14633388359798544,-0.17904262336339416,George A. Romero,David Emge,-0.49564933292886415,-0.6127944508830682,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
All the President's Men,1976,0.5380770618841481,-0.17904262336339416,Alan J. Pakula,Dustin Hoffman,-0.5215685484928321,-0.2869407095849377,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
La montaña sagrada,1973,-0.31663532710384307,-0.17904262336339416,Alejandro Jodorowsky,Alejandro Jodorowsky,-0.7228099712562043,-0.6378627970899008,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
Amarcord,1973,0.0038818187666536026,-0.17904262336339416,Federico Fellini,Magali Noël,-0.7145155777836646,3.7539504079960895,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Le charme discret de la bourgeoisie,1972,-0.7439915215978385,-0.17904262336339416,Luis Buñuel,Fernando Rey,-0.7180607127977199,-0.6371772207176747,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
"Aguirre, der Zorn Gottes",1972,-0.9932826350526693,-0.17904262336339416,Werner Herzog,Klaus Kinski,-0.6763136918563448,1.8892992267081568,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Harold and Maude,1971,-1.1357346998840012,-0.17904262336339416,Hal Ashby,Ruth Gordon,-0.6199918873959788,3.366279898660884,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Patton,1970,1.7489196129504687,-0.17904262336339416,Franklin J. Schaffner,George C. Scott,-0.5499601901140162,-0.3312170194712486,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
The Wild Bunch,1969,0.7873681753389787,-0.17904262336339416,Sam Peckinpah,William Holden,-0.5998976953982086,-0.5781471339767159,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Night of the Living Dead,1968,-0.9576696188448364,-0.17904262336339416,George A. Romero,Duane Jones,-0.4802310517685979,-0.6377233615378228,10.0,False,False,False,False,False,False,False,False,False,True,False,False,False
The Lion in Winter,1968,0.3956249970528162,-0.17904262336339416,Anthony Harvey,Peter O'Toole,-0.7478092854070424,-0.5273412971741451,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
In the Heat of the Night,1967,-0.4590873919351749,-0.17904262336339416,Norman Jewison,Sidney Poitier,-0.6292275753377676,-0.5168791384640506,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Charade,1963,-0.352248343311676,-0.17904262336339416,Stanley Donen,Cary Grant,-0.6265228818141133,-0.5711319954383288,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
The Manchurian Candidate,1962,0.11072086739015248,-0.17904262336339416,John Frankenheimer,Frank Sinatra,-0.6190872667372198,0.5497623395205513,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Spartacus,1960,2.6392450181462928,-0.17904262336339416,Stanley Kubrick,Kirk Douglas,-0.45644808566568573,-0.488920280526985,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
L'avventura,1960,0.7517551591311458,-0.17904262336339416,Michelangelo Antonioni,Gabriele Ferzetti,-0.7553304727084131,3.7041897010512193,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Hiroshima mon amour,1959,-1.1713477160918342,-0.17904262336339416,Alain Resnais,Emmanuelle Riva,-0.7495879652158184,-0.6377269882153405,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
The Ten Commandments,1956,3.4583443909264506,-0.17904262336339416,Cecil B. DeMille,Charlton Heston,-0.6421978796478112,-0.17182230388052952,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
The Searchers,1956,-0.13857024606467824,-0.17904262336339416,John Ford,John Wayne,-0.5909890155999576,2.0427204263374623,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
East of Eden,1955,-0.1741832622725112,-0.17904262336339416,Elia Kazan,James Dean,-0.7132442190200035,1.7177856771625195,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
High Noon,1952,-1.3494127971309988,-0.17904262336339416,Fred Zinnemann,Gary Cooper,-0.5393217289209762,-0.5911537825678488,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Strangers on a Train,1951,-0.7796045378056715,-0.17904262336339416,Alfred Hitchcock,Farley Granger,-0.4594981242381229,-0.6002080391962854,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Harvey,1950,-0.6727654891821726,-0.17904262336339416,Henry Koster,James Stewart,-0.6757758093024882,3.7733109955981523,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Miracle on 34th Street,1947,-0.9576696188448364,-0.17904262336339416,George Seaton,Edmund Gwenn,-0.7092345490730719,-0.624982873267502,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Notorious,1946,-0.7439915215978385,-0.17904262336339416,Alfred Hitchcock,Cary Grant,-0.5543457666184725,-0.586109268160577,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
The Big Sleep,1946,-0.31663532710384307,-0.17904262336339416,Howard Hawks,Humphrey Bogart,-0.5956343649287197,-0.6056306434407887,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
The Lost Weekend,1945,-0.7796045378056715,-0.17904262336339416,Billy Wilder,Ray Milland,-0.7339160235329947,-0.5911040339050552,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
The Philadelphia Story,1940,-0.38786135951950895,-0.17904262336339416,George Cukor,Cary Grant,-0.6422284411565531,1.6671836407319491,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
His Girl Friday,1940,-1.1001216836761682,-0.17904262336339416,Howard Hawks,Cary Grant,-0.6724323802461292,-0.6366937084891173,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
The Adventures of Robin Hood,1938,-0.7439915215978385,-0.17904262336339416,Michael Curtiz,William Keighley,-0.692272911721342,-0.6183613262496729,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
A Night at the Opera,1935,-0.9576696188448364,-0.17904262336339416,Sam Wood,Edmund Goulding,-0.7429897354784517,-0.6255424462266045,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
King Kong,1933,-0.8152175540135045,-0.17904262336339416,Merian C. Cooper,Ernest B. Schoedsack,-0.5950384155082535,-0.5884176061142004,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
Freaks,1932,-2.097286137495491,-0.17904262336339416,Tod Browning,Wallace Ford,-0.7077309228429727,1.1312199841292727,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Nosferatu,1922,-1.0288956512605023,-0.17904262336339416,F.W. Murnau,Max Schreck,-0.5650789684886123,1.576405295635139,10.0,False,False,False,False,False,False,False,True,False,False,False,False,False
The Gentlemen,2019,-0.352248343311676,-0.542212244790168,Guy Ritchie,Matthew McConaughey,-0.11094106088638309,0.2543919968267447,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Raazi,2018,0.5380770618841481,-0.542212244790168,Meghna Gulzar,Alia Bhatt,-0.7589917414556874,3.823842324254294,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Sound of Metal,2019,-0.10295722985684527,-0.542212244790168,Darius Marder,Riz Ahmed,-0.7533592553945634,0.34048810722847855,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Forushande,2016,0.03949483497448656,-0.542212244790168,Asghar Farhadi,Shahab Hosseini,-0.6798496584177776,-0.6262163067887427,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Dunkirk,2017,-0.6015394567665068,-0.542212244790168,Christopher Nolan,Fionn Whitehead,0.8599980718423764,0.2989650176876892,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Perfetti sconosciuti,2016,-0.9576696188448364,-0.542212244790168,Paolo Genovese,Giuseppe Battiston,-0.6617327960356054,2.9929327357749695,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Hidden Figures,2016,0.14633388359798544,-0.542212244790168,Theodore Melfi,Taraji P. Henson,-0.2225394662081438,0.20560730392235618,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
Paddington 2,2017,-0.7083785053900056,-0.542212244790168,Paul King,Ben Whishaw,-0.6482062722664601,-0.4369724681448533,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
Udta Punjab,2016,0.8942072239624776,-0.542212244790168,Abhishek Chaubey,Shahid Kapoor,-0.7533959292050536,0.4484853301448888,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Kubo and the Two Strings,2016,-0.7796045378056715,-0.542212244790168,Travis Knight,Charlize Theron,-0.4757140607765516,-0.39925782778583324,10.0,False,True,False,False,False,False,False,False,False,False,False,False,False
M.S. Dhoni: The Untold Story,2016,2.176275807444464,-0.542212244790168,Neeraj Pandey,Sushant Singh Rajput,-0.7129294354799623,-0.6292971021792951,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
Manchester by the Sea,2016,0.5024640456763151,-0.542212244790168,Kenneth Lonergan,Casey Affleck,-0.08169064086955288,-0.40088942472974265,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Under sandet,2015,-0.8152175540135045,-0.542212244790168,Martin Zandvliet,Roland Møller,-0.7278342832933654,-0.6360008787618558,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Rogue One,2016,0.3600119808449832,-0.542212244790168,Gareth Edwards,Felicity Jones,0.8646311965676418,2.009344754900243,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Captain America: Civil War,2016,0.8585942077546447,-0.542212244790168,Anthony Russo,Joe Russo,1.1917646422913406,1.3919987980671837,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
The Hateful Eight,2015,1.6064675481191368,-0.542212244790168,Quentin Tarantino,Samuel L. Jackson,0.7437634856444761,-0.36893936092326907,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Little Women,2019,0.43123801326064914,-0.542212244790168,Greta Gerwig,Saoirse Ronan,-0.3986532164839622,-0.10037718462124572,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Loving Vincent,2017,-1.0288956512605023,-0.542212244790168,Dorota Kobiela,Hugh Welchman,-0.6812616001216513,-0.6046599574820923,10.0,False,True,False,False,False,False,False,False,False,False,False,False,False
Pride,2014,-0.13857024606467824,-0.542212244790168,Matthew Warchus,Bill Nighy,-0.6780129117423921,2.2189281353326478,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
Le passé,2013,0.25317293222148435,-0.542212244790168,Asghar Farhadi,Bérénice Bejo,-0.6989139275709473,-0.6315467317359558,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
La grande bellezza,2013,0.6449161105076469,-0.542212244790168,Paolo Sorrentino,Toni Servillo,-0.5885165895427414,-0.6239759603325594,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
The Lunchbox,2013,-0.6727654891821726,-0.542212244790168,Ritesh Batra,Irrfan Khan,-0.6820409185945686,-0.617115122246693,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Vicky Donor,2012,0.11072086739015248,-0.542212244790168,Shoojit Sircar,Ayushmann Khurrana,-0.7150870779971373,-0.6373244767595437,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Big Hero 6,2014,-0.7439915215978385,-0.542212244790168,Don Hall,Chris Williams,0.4195792255143663,0.46887991882878527,10.0,False,True,False,False,False,False,False,False,False,False,False,False,False
About Time,2013,0.0038818187666536026,-0.542212244790168,Richard Curtis,Domhnall Gleeson,0.08966468249515853,-0.5619367859235991,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
English Vinglish,2012,0.3956249970528162,-0.542212244790168,Gauri Shinde,Sridevi,-0.7337051491226759,-0.6298543966496416,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Kaze tachinu,2013,0.11072086739015248,-0.542212244790168,Hayao Miyazaki,Hideaki Anno,-0.6112390712923113,-0.6122493050361758,10.0,False,True,False,False,False,False,False,False,False,False,False,False,False
Toy Story 4,2019,-0.8152175540135045,-0.542212244790168,Josh Cooley,Tom Hanks,-0.21550726304664278,1.5211147810523118,10.0,False,True,False,False,False,False,False,False,False,False,False,False,False
La migliore offerta,2013,0.28878594842931726,-0.542212244790168,Giuseppe Tornatore,Geoffrey Rush,-0.5051631306002039,-0.6377412511569635,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Moonrise Kingdom,2012,-1.0288956512605023,-0.542212244790168,Wes Anderson,Jared Gilman,0.13782045181970076,-0.41174783651385455,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
How to Train Your Dragon 2,2014,-0.7439915215978385,-0.542212244790168,Dean DeBlois,Jay Baruchel,0.09754649559968315,0.24239960904804903,10.0,False,True,False,False,False,False,False,False,False,False,False,False,False
The Big Short,2015,0.25317293222148435,-0.542212244790168,Adam McKay,Christian Bale,0.2727586813676168,-0.2886328108525367,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
Kokuhaku,2010,-0.6015394567665068,-0.542212244790168,Tetsuya Nakashima,Takako Matsu,-0.7273025130412571,-0.5461302776155756,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Ang-ma-reul bo-at-da,2010,0.7517551591311458,-0.542212244790168,Jee-woon Kim,Lee Byung-Hun,-0.4964439321561524,-0.6375275358764684,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
The Girl with the Dragon Tattoo,2011,1.2503373860408071,-0.542212244790168,David Fincher,Daniel Craig,0.4563355520781963,-0.12816390721017923,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Captain Phillips,2013,0.3956249970528162,-0.542212244790168,Paul Greengrass,Tom Hanks,0.4509383896343846,-0.10535383687760078,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
Ajeossi,2010,-0.13857024606467824,-0.542212244790168,Jeong-beom Lee,Won Bin,-0.6443738590702314,-0.6381341312716434,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Straight Outta Compton,2015,0.8585942077546447,-0.542212244790168,F. Gary Gray,O'Shea Jackson Jr.,-0.2885889989010426,0.16377115599633923,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
Madeo,2009,0.21755991601365138,-0.542212244790168,Bong Joon Ho,Hye-ja Kim,-0.6752104213907638,-0.6354435643920442,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Chugyeokja,2008,0.07510785118231952,-0.542212244790168,Hong-jin Na,Kim Yoon-seok,-0.6577597998991642,1.1993804429527422,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
The Hobbit: The Desolation of Smaug,2013,1.357176434664306,-0.542212244790168,Peter Jackson,Ian McKellen,1.0015467557311557,0.6471742857361854,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
Das weiße Band - Eine deutsche Kindergeschichte,2009,0.7517551591311458,-0.542212244790168,Michael Haneke,Christian Friedel,-0.6264434218913846,-0.6271088972965857,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Män som hatar kvinnor,2009,1.0366592887938095,-0.542212244790168,Niels Arden Oplev,Michael Nyqvist,-0.19772963341150523,-0.5879441480903936,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
The Trial of the Chicago 7,2020,0.21755991601365138,-0.542212244790168,Aaron Sorkin,Eddie Redmayne,-0.5617110902252597,3.605844445047246,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Druk,2020,-0.20979627848034416,-0.542212244790168,Thomas Vinterberg,Mads Mikkelsen,-0.7327485738990558,1.102621428036809,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
The Fighter,2010,-0.24540929468817713,-0.542212244790168,David O. Russell,Mark Wahlberg,0.2044292601225755,-0.17243416765909436,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
Taken,2008,-1.1713477160918342,-0.542212244790168,Pierre Morel,Liam Neeson,0.8896396791711023,0.08319426174225383,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
The Boy in the Striped Pyjamas,2008,-1.0288956512605023,-0.542212244790168,Mark Herman,Asa Butterfield,-0.25349216226189536,-0.593240336007872,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Once,2007,-1.3137997809231658,-0.542212244790168,John Carney,Glen Hansard,-0.498265398077167,-0.5912039142953459,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
The Hobbit: An Unexpected Journey,2012,1.6420805643269698,-0.542212244790168,Peter Jackson,Martin Freeman,1.4782115514270069,0.8692359640613898,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
Auf der anderen Seite,2007,-0.03173119744117936,-0.542212244790168,Fatih Akin,Baki Davrak,-0.7422348662125279,-0.6344784851076447,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Atonement,2007,0.0038818187666536026,-0.542212244790168,Joe Wright,Keira Knightley,-0.06822218396701701,-0.38481092058276145,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Drive,2011,-0.8152175540135045,-0.542212244790168,Nicolas Winding Refn,Ryan Gosling,0.9103603820980806,-0.4637397212363551,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
American Gangster,2007,1.2147243698329742,-0.542212244790168,Ridley Scott,Denzel Washington,0.36293652521221076,0.009385434267657358,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
Avatar,2009,1.392789450872139,-0.542212244790168,James Cameron,Sam Worthington,2.5833798867008713,3.1452574699014377,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Mr. Nobody,2009,0.6449161105076469,-0.542212244790168,Jaco Van Dormael,Jared Leto,-0.17503160086892894,-0.6381483593892023,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Apocalypto,2006,0.573690078091981,-0.542212244790168,Mel Gibson,Gerardo Taracena,0.052948085892692946,-0.38511156170175576,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Little Miss Sunshine,2006,-0.7796045378056715,-0.542212244790168,Jonathan Dayton,Valerie Faris,0.5078194697047266,-0.3402160650337168,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Hot Fuzz,2007,-0.06734421364901232,-0.542212244790168,Edgar Wright,Simon Pegg,0.5799751918442482,-0.5205740363229935,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
The Curious Case of Benjamin Button,2008,1.535241515703471,-0.542212244790168,David Fincher,Brad Pitt,0.9641150198241308,-0.003824422686388602,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Veer-Zaara,2004,2.461179937107128,-0.542212244790168,Yash Chopra,Shah Rukh Khan,-0.686542628832244,-0.6236310130544811,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Adams æbler,2005,-1.0288956512605023,-0.542212244790168,Anders Thomas Jensen,Ulrich Thomsen,-0.6967287796959045,-0.6381597767073135,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Pride & Prejudice,2005,0.21755991601365138,-0.542212244790168,Joe Wright,Keira Knightley,-0.045136020263419126,-0.4471060916607251,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
The World's Fastest Indian,2005,0.14633388359798544,-0.542212244790168,Roger Donaldson,Anthony Hopkins,-0.6775881067708802,-0.6126545377438274,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
Tôkyô goddofâzâzu,2003,-1.1713477160918342,-0.542212244790168,Satoshi Kon,Shôgo Furuya,-0.7396952048360796,-0.6375245857807648,10.0,False,True,False,False,False,False,False,False,False,False,False,False,False
Serenity,2005,-0.13857024606467824,-0.542212244790168,Joss Whedon,Nathan Fillion,0.02939127495447048,-0.511234958650331,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Walk the Line,2005,0.4668510294684821,-0.542212244790168,James Mangold,Joaquin Phoenix,-0.12067490142066416,-0.04357322616864392,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
Ondskan,2003,-0.352248343311676,-0.542212244790168,Mikael Håfström,Andreas Wilson,-0.7273972537183568,-0.6380902529510595,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
The Notebook,2004,0.0038818187666536026,-0.542212244790168,Nick Cassavetes,Gena Rowlands,0.7536195722137247,-0.2351932101935445,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Diarios de motocicleta,2004,0.11072086739015248,-0.542212244790168,Walter Salles,Gael García Bernal,-0.5409078712246784,-0.5548055588805831,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
Lilja 4-ever,2002,-0.49470040814300786,-0.542212244790168,Lukas Moodysson,Oksana Akinshina,-0.7060317029569254,-0.6372625595738308,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Les triplettes de Belleville,2003,-1.5274778781701637,-0.542212244790168,Sylvain Chomet,Michèle Caucheteux,-0.6817383596580243,-0.6033309866288227,10.0,False,True,False,False,False,False,False,False,False,False,False,False,False
Gongdong gyeongbi guyeok JSA,2000,-0.4590873919351749,-0.542212244790168,Chan-wook Park,Lee Yeong-ae,-0.7554038203293936,0.09394126637090573,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
The Count of Monte Cristo,2002,0.28878594842931726,-0.542212244790168,Kevin Reynolds,Jim Caviezel,-0.4421361311218746,-0.36835906267124674,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Waking Life,2001,-0.8508305702213375,-0.542212244790168,Richard Linklater,Ethan Hawke,-0.6509873695619689,-0.6237789009043676,10.0,False,True,False,False,False,False,False,False,False,False,False,False,False
Remember the Titans,2000,-0.352248343311676,-0.542212244790168,Boaz Yakin,Denzel Washington,-0.23105695869449902,-0.0627993481100418,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
Wo hu cang long,2000,-0.10295722985684527,-0.542212244790168,Ang Lee,Yun-Fat Chow,-0.0625438556427802,-0.0009910074964437929,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
